"","gene","chrom","loc.start","loc.end","description","gene.name","biotype","chrom.strand","chrom.band"
"29999","ENSG00000130167","19",11296139,11326996,"tetraspanin 16 [Source:HGNC Symbol;Acc:HGNC:30725]","TSPAN16","protein_coding",1,"p13.2"
"30000","ENSG00000105514","19",11322068,11346270,"RAB3D, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9779]","RAB3D","protein_coding",-1,"p13.2"
"30002","ENSG00000105246","19",4229523,4237528,"Epstein-Barr virus induced 3 [Source:HGNC Symbol;Acc:HGNC:3129]","EBI3","protein_coding",1,"p13.3"
"30004","ENSG00000132003","19",13795443,13832254,"zinc finger SWIM-type containing 4 [Source:HGNC Symbol;Acc:HGNC:25704]","ZSWIM4","protein_coding",1,"p13.13"
"30005","ENSG00000089847","19",4182689,4224814,"ankyrin repeat domain 24 [Source:HGNC Symbol;Acc:HGNC:29424]","ANKRD24","protein_coding",1,"p13.3"
"30006","ENSG00000288920","19",23762944,23871162,"ribosomal protein SA 2 [Source:HGNC Symbol;Acc:HGNC:36809]","RPSA2","protein_coding",1,"p12"
"30007","ENSG00000130309","19",17555649,17583162,"collagen beta(1-O)galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26182]","COLGALT1","protein_coding",1,"p13.11"
"30011","ENSG00000125650","19",6375148,6379058,"persephin [Source:HGNC Symbol;Acc:HGNC:9579]","PSPN","protein_coding",-1,"p13.3"
"30012","ENSG00000088247","19",6413102,6424811,"KH-type splicing regulatory protein [Source:HGNC Symbol;Acc:HGNC:6316]","KHSRP","protein_coding",-1,"p13.3"
"30013","ENSG00000105520","19",11355386,11365698,"phospholipid phosphatase related 2 [Source:HGNC Symbol;Acc:HGNC:29566]","PLPPR2","protein_coding",1,"p13.2"
"30015","ENSG00000130726","19",58544064,58550722,"tripartite motif containing 28 [Source:HGNC Symbol;Acc:HGNC:16384]","TRIM28","protein_coding",1,"q13.43"
"30017","ENSG00000130725","19",58555712,58558954,"ubiquitin conjugating enzyme E2 M [Source:HGNC Symbol;Acc:HGNC:12491]","UBE2M","protein_coding",-1,"q13.43"
"30018","ENSG00000130724","19",58551452,58555105,"charged multivesicular body protein 2A [Source:HGNC Symbol;Acc:HGNC:30216]","CHMP2A","protein_coding",-1,"q13.43"
"30019","ENSG00000167676","19",4502192,4518486,"perilipin 4 [Source:HGNC Symbol;Acc:HGNC:29393]","PLIN4","protein_coding",-1,"p13.3"
"30020","ENSG00000063169","19",47608196,47703277,"BRD4 interacting chromatin remodeling complex associated protein [Source:HGNC Symbol;Acc:HGNC:4332]","BICRA","protein_coding",1,"q13.33"
"30021","ENSG00000126243","19",35935358,35946624,"leucine rich repeat and fibronectin type III domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28370]","LRFN3","protein_coding",1,"q13.12"
"30025","ENSG00000205138","19",35995188,35996312,"succinate dehydrogenase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:33867]","SDHAF1","protein_coding",1,"q13.12"
"30026","ENSG00000181392","19",36003307,36008813,"spectrin repeat containing nuclear envelope family member 4 [Source:HGNC Symbol;Acc:HGNC:26703]","SYNE4","protein_coding",-1,"q13.12"
"30028","ENSG00000028277","19",42086110,42196585,"POU class 2 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:9213]","POU2F2","protein_coding",-1,"q13.2"
"30029","ENSG00000239382","19",36009120,36014239,"alkB homolog 6 [Source:HGNC Symbol;Acc:HGNC:28243]","ALKBH6","protein_coding",-1,"q13.12"
"30030","ENSG00000130159","19",11505929,11529172,"ECSIT signaling integrator [Source:HGNC Symbol;Acc:HGNC:29548]","ECSIT","protein_coding",-1,"p13.2"
"30031","ENSG00000077348","19",41386371,41397362,"exosome component 5 [Source:HGNC Symbol;Acc:HGNC:24662]","EXOSC5","protein_coding",-1,"q13.2"
"30032","ENSG00000183019","19",7677088,7679829,"mast cell expressed membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:27291]","MCEMP1","protein_coding",1,"p13.2"
"30033","ENSG00000142459","19",7830218,7864976,"ecotropic viral integration site 5 like [Source:HGNC Symbol;Acc:HGNC:30464]","EVI5L","protein_coding",1,"p13.2"
"30034","ENSG00000066044","19",7958573,8005659,"ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312]","ELAVL1","protein_coding",-1,"p13.2"
"30035","ENSG00000130477","19",17601336,17688365,"unc-13 homolog A [Source:HGNC Symbol;Acc:HGNC:23150]","UNC13A","protein_coding",-1,"p13.11"
"30038","ENSG00000130479","19",17719242,17734513,"microtubule associated protein 1S [Source:HGNC Symbol;Acc:HGNC:15715]","MAP1S","protein_coding",1,"p13.11"
"30040","ENSG00000179913","19",17794828,17813576,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:13528]","B3GNT3","protein_coding",1,"p13.11"
"30041","ENSG00000248099","19",17816512,17821574,"insulin like 3 [Source:HGNC Symbol;Acc:HGNC:6086]","INSL3","protein_coding",-1,"p13.11"
"30042","ENSG00000130513","19",18374731,18389176,"growth differentiation factor 15 [Source:HGNC Symbol;Acc:HGNC:30142]","GDF15","protein_coding",1,"p13.11"
"30044","ENSG00000105656","19",18442663,18522116,"elongation factor for RNA polymerase II [Source:HGNC Symbol;Acc:HGNC:23114]","ELL","protein_coding",-1,"p13.11"
"30047","ENSG00000105642","19",17951293,18000085,"potassium calcium-activated channel subfamily N member 1 [Source:HGNC Symbol;Acc:HGNC:6290]","KCNN1","protein_coding",1,"p13.11"
"30048","ENSG00000183647","19",57599885,57612722,"zinc finger protein 530 [Source:HGNC Symbol;Acc:HGNC:29297]","ZNF530","protein_coding",1,"q13.43"
"30049","ENSG00000166704","19",57977076,58003349,"zinc finger protein 606 [Source:HGNC Symbol;Acc:HGNC:25879]","ZNF606","protein_coding",-1,"q13.43"
"30050","ENSG00000186017","19",36445119,36489902,"zinc finger protein 566 [Source:HGNC Symbol;Acc:HGNC:25919]","ZNF566","protein_coding",-1,"q13.12"
"30051","ENSG00000197647","19",12014715,12035741,"zinc finger protein 433 [Source:HGNC Symbol;Acc:HGNC:20811]","ZNF433","protein_coding",-1,"p13.2"
"30052","ENSG00000131126","19",43401496,43418597,"testis expressed 101 [Source:HGNC Symbol;Acc:HGNC:30722]","TEX101","protein_coding",1,"q13.31"
"30053","ENSG00000124466","19",43460787,43465608,"LY6/PLAUR domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24880]","LYPD3","protein_coding",-1,"q13.31"
"30054","ENSG00000176531","19",43474954,43504935,"pleckstrin homology like domain family B member 3 [Source:HGNC Symbol;Acc:HGNC:30499]","PHLDB3","protein_coding",-1,"q13.31"
"30055","ENSG00000105755","19",43506719,43527230,"ETHE1 persulfide dioxygenase [Source:HGNC Symbol;Acc:HGNC:23287]","ETHE1","protein_coding",-1,"q13.31"
"30056","ENSG00000176472","19",43525497,43536130,"zinc finger protein 575 [Source:HGNC Symbol;Acc:HGNC:27606]","ZNF575","protein_coding",1,"q13.31"
"30057","ENSG00000134815","19",47349315,47382704,"DExH-box helicase 34 [Source:HGNC Symbol;Acc:HGNC:16719]","DHX34","protein_coding",1,"q13.32"
"30058","ENSG00000105419","19",47403124,47419527,"Meis homeobox 3 [Source:HGNC Symbol;Acc:HGNC:29537]","MEIS3","protein_coding",-1,"q13.32"
"30059","ENSG00000118160","19",47428017,47471893,"solute carrier family 8 member A2 [Source:HGNC Symbol;Acc:HGNC:11069]","SLC8A2","protein_coding",-1,"q13.32"
"30061","ENSG00000118162","19",47475150,47484265,"kaptin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:6404]","KPTN","protein_coding",-1,"q13.32"
"30062","ENSG00000105402","19",47487637,47515091,"NSF attachment protein alpha [Source:HGNC Symbol;Acc:HGNC:7641]","NAPA","protein_coding",-1,"q13.33"
"30064","ENSG00000118156","19",47520690,47573148,"zinc finger protein 541 [Source:HGNC Symbol;Acc:HGNC:25294]","ZNF541","protein_coding",-1,"q13.33"
"30066","ENSG00000179168","19",38384267,38388082,"gametogenetin [Source:HGNC Symbol;Acc:HGNC:18869]","GGN","protein_coding",-1,"q13.2"
"30068","ENSG00000188766","19",38388421,38399587,"sprouty related EVH1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:31041]","SPRED3","protein_coding",1,"q13.2"
"30069","ENSG00000189190","19",52749942,52786807,"zinc finger protein 600 [Source:HGNC Symbol;Acc:HGNC:30951]","ZNF600","protein_coding",-1,"q13.41"
"30070","ENSG00000182986","19",52860851,52897693,"zinc finger protein 320 [Source:HGNC Symbol;Acc:HGNC:13842]","ZNF320","protein_coding",-1,"q13.41"
"30071","ENSG00000268480","19",8630633,8681151,"NFIL3 like basic leucine zipper [Source:HGNC Symbol;Acc:HGNC:52681]","NFILZ","protein_coding",1,"p13.2"
"30072","ENSG00000179846","19",45149744,45160982,"NTPase KAP family P-loop domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24739]","NKPD1","protein_coding",-1,"q13.32"
"30074","ENSG00000167754","19",50943303,50953093,"kallikrein related peptidase 5 [Source:HGNC Symbol;Acc:HGNC:6366]","KLK5","protein_coding",-1,"q13.41"
"30076","ENSG00000167755","19",50958631,50969673,"kallikrein related peptidase 6 [Source:HGNC Symbol;Acc:HGNC:6367]","KLK6","protein_coding",-1,"q13.41"
"30078","ENSG00000169035","19",50976468,50984099,"kallikrein related peptidase 7 [Source:HGNC Symbol;Acc:HGNC:6368]","KLK7","protein_coding",-1,"q13.41"
"30079","ENSG00000179134","19",39342421,39385710,"sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:HGNC:25492]","SAMD4B","protein_coding",1,"q13.2"
"30080","ENSG00000125734","19",6729914,6737580,"G protein-coupled receptor 108 [Source:HGNC Symbol;Acc:HGNC:17829]","GPR108","protein_coding",-1,"p13.3"
"30081","ENSG00000254415","19",51639478,51646825,"sialic acid binding Ig like lectin 14 [Source:HGNC Symbol;Acc:HGNC:32926]","SIGLEC14","protein_coding",-1,"q13.41"
"30082","ENSG00000105261","19",36111143,36113711,"ovo like zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:14186]","OVOL3","protein_coding",1,"q13.12"
"30083","ENSG00000126251","19",35371068,35372962,"G protein-coupled receptor 42 [Source:HGNC Symbol;Acc:HGNC:4500]","GPR42","protein_coding",1,"q13.12"
"30084","ENSG00000099625","19",1228287,1238027,"CACN subunit beta associated regulatory protein [Source:HGNC Symbol;Acc:HGNC:28617]","CBARP","protein_coding",-1,"p13.3"
"30085","ENSG00000213793","19",52904415,52923470,"zinc finger protein 888 [Source:HGNC Symbol;Acc:HGNC:38695]","ZNF888","protein_coding",-1,"q13.41"
"30086","ENSG00000170909","19",54094668,54102692,"osteoclast associated Ig-like receptor [Source:HGNC Symbol;Acc:HGNC:29960]","OSCAR","protein_coding",-1,"q13.42"
"30087","ENSG00000130244","19",38403093,38409088,"family with sequence similarity 98 member C [Source:HGNC Symbol;Acc:HGNC:27119]","FAM98C","protein_coding",1,"q13.2"
"30088","ENSG00000161888","19",11131520,11155807,"SPC24 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:26913]","SPC24","protein_coding",-1,"p13.2"
"30089","ENSG00000167749","19",50906351,50911395,"kallikrein related peptidase 4 [Source:HGNC Symbol;Acc:HGNC:6365]","KLK4","protein_coding",-1,"q13.41"
"30091","ENSG00000269741","19",50996018,51009581,"novel transcript","","protein_coding",-1,"q13.41"
"30110","ENSG00000130669","19",39125770,39182816,"p21 (RAC1) activated kinase 4 [Source:HGNC Symbol;Acc:HGNC:16059]","PAK4","protein_coding",1,"q13.2"
"30111","ENSG00000167618","19",54497879,54510687,"leukocyte associated immunoglobulin like receptor 2 [Source:HGNC Symbol;Acc:HGNC:6478]","LAIR2","protein_coding",1,"q13.42"
"30114","ENSG00000239998","19",54572920,54590287,"leukocyte immunoglobulin like receptor A2 [Source:HGNC Symbol;Acc:HGNC:6603]","LILRA2","protein_coding",1,"q13.42"
"30116","ENSG00000104974","19",54593582,54602381,"leukocyte immunoglobulin like receptor A1 [Source:HGNC Symbol;Acc:HGNC:6602]","LILRA1","protein_coding",1,"q13.42"
"30118","ENSG00000104972","19",54617158,54638022,"leukocyte immunoglobulin like receptor B1 [Source:HGNC Symbol;Acc:HGNC:6605]","LILRB1","protein_coding",1,"q13.42"
"30127","ENSG00000242019","19",54724442,54736632,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]","KIR3DL3","protein_coding",1,"q13.42"
"30129","ENSG00000243772","19",54738513,54753052,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]","KIR2DL3","protein_coding",1,"q13.42"
"30131","ENSG00000125498","19",54769793,54784322,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]","KIR2DL1","protein_coding",1,"q13.42"
"30133","ENSG00000167633","19",54816468,54830778,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]","KIR3DL1","protein_coding",1,"q13.42"
"30134","ENSG00000240403","19",54850443,54867207,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]","KIR3DL2","protein_coding",1,"q13.42"
"30136","ENSG00000186431","19",54874235,54891420,"Fc alpha receptor [Source:HGNC Symbol;Acc:HGNC:3608]","FCAR","protein_coding",1,"q13.42"
"30138","ENSG00000186818","19",54643889,54670359,"leukocyte immunoglobulin like receptor B4 [Source:HGNC Symbol;Acc:HGNC:6608]","LILRB4","protein_coding",1,"q13.42"
"30139","ENSG00000105185","19",32581190,32587453,"programmed cell death 5 [Source:HGNC Symbol;Acc:HGNC:8764]","PDCD5","protein_coding",1,"q13.11"
"30140","ENSG00000105186","19",32597006,32676597,"ankyrin repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:25310]","ANKRD27","protein_coding",-1,"q13.11"
"30145","ENSG00000186326","19",32675848,32678300,"regulator of G protein signaling 9 binding protein [Source:HGNC Symbol;Acc:HGNC:30304]","RGS9BP","protein_coding",1,"q13.11"
"30146","ENSG00000213965","19",32691821,32713792,"nudix hydrolase 19 [Source:HGNC Symbol;Acc:HGNC:32036]","NUDT19","protein_coding",1,"q13.11"
"30148","ENSG00000173809","19",32719753,32829580,"tudor domain containing 12 [Source:HGNC Symbol;Acc:HGNC:25044]","TDRD12","protein_coding",1,"q13.11"
"30150","ENSG00000021488","19",32830509,32869767,"solute carrier family 7 member 9 [Source:HGNC Symbol;Acc:HGNC:11067]","SLC7A9","protein_coding",-1,"q13.11"
"30154","ENSG00000179709","19",55947832,55988629,"NLR family pyrin domain containing 8 [Source:HGNC Symbol;Acc:HGNC:22940]","NLRP8","protein_coding",1,"q13.43"
"30155","ENSG00000171487","19",55999726,56061810,"NLR family pyrin domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21269]","NLRP5","protein_coding",1,"q13.43"
"30156","ENSG00000197213","19",56189686,56197815,"zinc finger and SCAN domain containing 5B [Source:HGNC Symbol;Acc:HGNC:34246]","ZSCAN5B","protein_coding",-1,"q13.43"
"30158","ENSG00000213822","19",51478539,51491301,"CEA cell adhesion molecule 18 [Source:HGNC Symbol;Acc:HGNC:31949]","CEACAM18","protein_coding",1,"q13.41"
"30161","ENSG00000126266","19",35347902,35353864,"free fatty acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4498]","FFAR1","protein_coding",1,"q13.12"
"30163","ENSG00000125730","19",6677704,6730562,"complement C3 [Source:HGNC Symbol;Acc:HGNC:1318]","C3","protein_coding",-1,"p13.3"
"30166","ENSG00000249115","19",35612735,35625355,"HAUS augmin like complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:29130]","HAUS5","protein_coding",1,"q13.12"
"30167","ENSG00000126254","19",35629030,35637686,"RNA binding motif protein 42 [Source:HGNC Symbol;Acc:HGNC:28117]","RBM42","protein_coding",1,"q13.12"
"30168","ENSG00000105672","19",35641745,35644871,"ETS variant transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3491]","ETV2","protein_coding",1,"q13.12"
"30169","ENSG00000126267","19",35648323,35658782,"cytochrome c oxidase subunit 6B1 [Source:HGNC Symbol;Acc:HGNC:2280]","COX6B1","protein_coding",1,"q13.12"
"30170","ENSG00000105668","19",35666517,35678481,"uroplakin 1A [Source:HGNC Symbol;Acc:HGNC:12577]","UPK1A","protein_coding",1,"q13.12"
"30172","ENSG00000102575","19",11574653,11579993,"acid phosphatase 5, tartrate resistant [Source:HGNC Symbol;Acc:HGNC:124]","ACP5","protein_coding",-1,"p13.2"
"30174","ENSG00000129455","19",50996007,51002711,"kallikrein related peptidase 8 [Source:HGNC Symbol;Acc:HGNC:6369]","KLK8","protein_coding",-1,"q13.41"
"30175","ENSG00000175221","19",867630,893218,"mediator complex subunit 16 [Source:HGNC Symbol;Acc:HGNC:17556]","MED16","protein_coding",-1,"p13.3"
"30177","ENSG00000172232","19",825097,832018,"azurocidin 1 [Source:HGNC Symbol;Acc:HGNC:913]","AZU1","protein_coding",1,"p13.3"
"30178","ENSG00000196415","19",840999,848175,"proteinase 3 [Source:HGNC Symbol;Acc:HGNC:9495]","PRTN3","protein_coding",1,"p13.3"
"30179","ENSG00000268500","19",51610960,51630401,"sialic acid binding Ig like lectin 5 [Source:HGNC Symbol;Acc:HGNC:10874]","SIGLEC5","protein_coding",-1,"q13.41"
"30180","ENSG00000174562","19",50825289,50837213,"kallikrein related peptidase 15 [Source:HGNC Symbol;Acc:HGNC:20453]","KLK15","protein_coding",-1,"q13.33"
"30181","ENSG00000167595","19",35758143,35771166,"proline and serine rich 3 [Source:HGNC Symbol;Acc:HGNC:25204]","PROSER3","protein_coding",1,"q13.12"
"30182","ENSG00000267631","19",49035569,49036895,"chorionic gonadotropin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:16721]","CGB1","protein_coding",-1,"q13.33"
"30183","ENSG00000225950","19",49061066,49065076,"neurotrophin 4 [Source:HGNC Symbol;Acc:HGNC:8024]","NTF4","protein_coding",-1,"q13.33"
"30184","ENSG00000105251","19",4279266,4290722,"Src homology 2 domain containing transforming protein D [Source:HGNC Symbol;Acc:HGNC:30633]","SHD","protein_coding",1,"p13.3"
"30185","ENSG00000167664","19",4292227,4302431,"transmembrane and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28324]","TMIGD2","protein_coding",-1,"p13.3"
"30186","ENSG00000105255","19",4304598,4323843,"fibronectin type III and SPRY domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13745]","FSD1","protein_coding",1,"p13.3"
"30187","ENSG00000178297","19",2360238,2426261,"transmembrane serine protease 9 [Source:HGNC Symbol;Acc:HGNC:30079]","TMPRSS9","protein_coding",1,"p13.3"
"30188","ENSG00000129951","19",812488,821955,"phospholipid phosphatase related 3 [Source:HGNC Symbol;Acc:HGNC:23497]","PLPPR3","protein_coding",-1,"p13.3"
"30189","ENSG00000198858","19",896503,913245,"R3H domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28270]","R3HDM4","protein_coding",-1,"p13.3"
"30190","ENSG00000116014","19",917287,921005,"KISS1 receptor [Source:HGNC Symbol;Acc:HGNC:4510]","KISS1R","protein_coding",1,"p13.3"
"30192","ENSG00000197561","19",851014,856247,"elastase, neutrophil expressed [Source:HGNC Symbol;Acc:HGNC:3309]","ELANE","protein_coding",1,"p13.3"
"30194","ENSG00000089639","19",19629476,19643657,"GEM interacting protein [Source:HGNC Symbol;Acc:HGNC:24852]","GMIP","protein_coding",-1,"p13.11"
"30195","ENSG00000105726","19",19645198,19663676,"ATPase 13A1 [Source:HGNC Symbol;Acc:HGNC:24215]","ATP13A1","protein_coding",-1,"p13.11"
"30196","ENSG00000181896","19",19668796,19683509,"zinc finger protein 101 [Source:HGNC Symbol;Acc:HGNC:12881]","ZNF101","protein_coding",1,"p13.11"
"30199","ENSG00000105708","19",19710472,19733112,"zinc finger protein 14 [Source:HGNC Symbol;Acc:HGNC:12924]","ZNF14","protein_coding",-1,"p13.11"
"30200","ENSG00000064547","19",19623655,19628930,"lysophosphatidic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:3168]","LPAR2","protein_coding",-1,"p13.11"
"30201","ENSG00000125744","19",45485294,45497055,"reticulon 2 [Source:HGNC Symbol;Acc:HGNC:10468]","RTN2","protein_coding",-1,"q13.32"
"30202","ENSG00000213889","19",45488777,45502513,"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative) [Source:HGNC Symbol;Acc:HGNC:26845]","PPM1N","protein_coding",1,"q13.32"
"30203","ENSG00000125741","19",45527767,45602212,"outer mitochondrial membrane lipid metabolism regulator OPA3 [Source:HGNC Symbol;Acc:HGNC:8142]","OPA3","protein_coding",-1,"q13.32"
